dataset,optimizer,iteration,variation,runtime
FiftyWords,sgld-120,16_2033755114618430080,45.98960410057044,145.20193767547607
FiftyWords,sgld-120,17_537181250750194453,27.822520866806958,148.35066318511963
FiftyWords,sgld-120,18_1693272647379919785,15.326846034036045,148.50103878974915
FiftyWords,sgld-120,19_737261030924035131,7.993871050297667,145.58503651618958
FiftyWords,sgld-120,20_1718634532342015182,5.556508462734187,147.42528247833252
FiftyWords,sgld-120,21_2192099082669335906,10.211511754399252,148.20497059822083
FiftyWords,sgld-120,22_476269406083032565,8.915298529513397,146.25544691085815
FiftyWords,sgld-120,23_520631401728910983,18.565691679475524,146.0188925266266
FiftyWords,sgld-120,24_124667027997009689,48.02158239943172,145.82795548439026
FiftyWords,sgld-120,25_1741502724932315051,18.419749422508577,146.70083904266357
FiftyWords,sgld-120,26_1801173770727532606,3.6518593341832677,147.02555084228516
FiftyWords,sgld-120,27_2041067966454769872,11.645038152197845,146.10371136665344
FiftyWords,sgld-120,28_1693511241403148641,10.431316383998317,144.8489420413971
FiftyWords,sgld-120,29_553892178224949747,14.494092002519961,145.50542330741882
Adiac,ssg-1000-1,0_169815724212562522,113.2903791826,102.79225778579712
Adiac,ssg-1000-1,1_1747889238222252736,113.39888958479709,102.68399477005005
Adiac,ssg-1000-1,2_2125128928933128999,113.4018978131357,103.16317129135132
Adiac,ssg-1000-1,3_711545652973611918,113.62068042073027,102.3866035938263
Adiac,ssg-1000-1,4_1776717883346725876,123.45394531233055,102.46155405044556
Adiac,ssg-1000-1,5_1173526903860440154,114.12739310146657,101.73801136016846
Adiac,ssg-1000-1,6_322738550182718658,120.26907473663134,103.63066363334656
Adiac,ssg-1000-1,7_1226960969947098408,113.32832986049506,102.39155054092407
Adiac,ssg-1000-1,8_273079107514215823,115.78251624493197,102.58596444129944
Adiac,ssg-1000-1,9_1616014913098427891,113.37931645631942,100.58201956748962
Adiac,ssg-1000-1,10_2159770142277840472,114.22036420187722,101.23541450500488
Adiac,ssg-1000-1,11_1900942356320300734,113.20334438467255,101.88735723495483
Adiac,ssg-1000-1,12_516887014880522021,116.47241857323138,102.3993718624115
Adiac,ssg-1000-1,13_1423173217970237322,114.54592565073798,101.3926477432251
Adiac,ssg-1000-1,14_2120441710863921135,113.21721846896784,101.30200719833374
Adiac,ssg-1000-1,15_267480394305581142,115.60785091694495,102.19602417945862
Adiac,ssg-1000-1,16_2287684576274231482,113.49881746666603,100.87576079368591
Adiac,ssg-1000-1,17_1068162353838108961,113.60078710591547,102.47060346603394
Adiac,ssg-1000-1,18_428543454611976584,113.32444547821768,102.7222466468811
Adiac,ssg-1000-1,19_1333233716573975023,113.69051913183617,103.392009973526
Adiac,ssg-1000-1,20_1143424474515190358,115.5182917907936,102.91734409332275
